ID,RRmean,PTdis,STdis,RRTot,SDRR,hbpermin,PQdis,PQslope,QRdis,QRSseg,PQseg,Pseg,NN50,STseg,STslope,Tseg
156,260.5789474,106.552669,33.53079212,39,22.72678871,83.48860258,36.76855888,-0.017145888,17.80146028,0.100712251,0.102136752,0.069230769,1,0.093091168,0.016294664,0.086324786
157,228.5238095,38.57460894,25.02200066,43,2.382856382,64.5,13.63517721,-0.112271716,0.023809524,0.043703704,0.073283951,0.071604938,0,0.092888889,0.041398728,0.089234568
158,181.2777778,38.0976028,25.11245298,55,12.02376761,82.5,13.06321661,-0.124357906,0.037037039,0.012911392,0.058075949,0.061974684,1,0.096455696,0.039729015,0.078075949
159,374.0769231,105.8461565,37.96821695,27,21.2058103,58.02985075,36.08209264,-0.016897043,16.06098875,0.088374486,0.100205761,0.072427984,5,0.105452675,0.01872578,0.122736626
160,153.5384615,62.66251625,17.45126466,66,17.39944908,98.21428571,28.81715789,-0.034549898,8.348007046,0.061265823,0.108151899,0.064405063,8,0.07235443,0.050355364,0.090075949
161,86.48695652,20.0577936,12.93123191,116,4.872933618,88.38095238,6.998990064,-0.165614641,0.192139776,0.001616379,0.05393319,0.046497845,2,0.102209052,0.053004052,0.167618534
162,72.07246377,35.69614868,10.66237463,139,4.917637115,106.3266932,13.16862766,-0.049893972,6.129976099,0.087890625,0.100137247,0.071843328,1,0.084459459,0.046589037,0.090741132
163,130.1052632,38.64836571,25.02779205,77,1.142238653,114.5833333,13.73837438,-0.125429089,0.013157895,4.94E-05,0.05437037,0.066518519,0,0.1,0.047130861,0.08854321
164,146.5820896,38.60086577,25.6093112,68,3.110642558,102,13.0682743,-0.10226224,0,0.011604938,0.056987654,0.061679012,1,0.099654321,0.030997467,0.152296296
165,139.8169014,38.05994783,25.07225292,72,33.96324022,107.5697211,13.06298738,-0.108402204,0.014084507,0.010419753,0.057185185,0.068098765,2,0.09762963,0.035416345,0.083851852
166,313.9333333,91.13335343,36.10526274,31,39.66857138,66.96,22.27948206,-0.03402993,16.63406337,0.090949821,0.061917563,0.070250896,3,0.100268817,0.017037738,0.097132616
167,288.0909091,88.00085093,38.27830436,34,158.3093182,73.07462687,30.08180903,-0.036899273,10.04011383,0.056045752,0.084150327,0.058660131,12,0.105473856,0.015980633,0.105310458
168,92.47222222,36.82414963,13.01226746,109,6.405232718,82.88316832,12.1206056,-0.055615825,6.047568354,0.068984886,0.083537582,0.068065768,2,0.100541258,0.043419571,0.103247549
169,222.7272727,38.54871232,25.02314908,45,3.150495173,67.2310757,13.63703036,-0.116127393,0,0.043012346,0.071703704,0.072740741,0,0.094864198,0.042880339,0.083802469
170,182.7592593,39.37575034,25.07210998,55,16.77292261,81.8452381,14.38150498,-0.109183831,0,0.027746835,0.070075949,0.068962025,1,0.088151899,0.03627218,0.084202532
171,138.7605634,64.2114101,13.16063296,72,22.05017632,108,26.0924436,-0.024424511,12.89001091,0.088839506,0.098666667,0.071753086,1,0.05782716,0.054305447,0.076246914
172,244.1025641,105.5897771,35.13420554,40,56.19827302,86.4,36.54405326,-0.017526342,17.00320162,0.094236111,0.101527778,0.068680556,11,0.097708333,0.018540573,0.098611111
173,149.6769231,43.67873567,28.57909759,66,2.967037851,99,13.48373112,-0.089859967,0.842593697,0.022271605,0.063160494,0.063407407,0,0.105580247,0.02596386,0.153925926
174,169.9310345,39.59149773,24.9459897,59,11.59200389,88.14741036,14.18487444,-0.107531812,0.294282647,0.02152381,0.061333333,0.066952381,1,0.096190476,0.034529547,0.095714286
175,81.98347107,37.52916215,11.45116895,122,8.546405625,93.32270916,15.09814473,-0.045270768,5.618123435,0.080935595,0.109136814,0.05892721,1,0.087176067,0.064317605,0.088081174
176,142.6376812,64.45002464,18.84821294,70,54.34937196,104.5816733,24.492778,-0.032897482,10.69833165,0.076809524,0.093238095,0.069238095,12,0.076904762,0.048364241,0.096857143
177,91.0733945,37.24776804,11.12826153,110,9.429318344,84.14342629,15.11218609,-0.038823687,5.712927888,0.08322218,0.109375,0.059260671,6,0.089319741,0.0602407,0.097846799
178,238.5121951,90.43902739,22.96683171,42,13.74173268,89.91080278,32.34779431,-0.019802819,17.51247331,0.097685185,0.090013228,0.062433862,2,0.063955026,0.036994269,0.074272487
179,347.3214286,111.6071512,38.22041992,29,25.27145986,62.32835821,41.61167573,-0.014750311,16.13157325,0.088314176,0.115421456,0.077681992,6,0.106226054,0.017892534,0.120689655
180,251.6923077,108.0256691,37.64830356,40,5.849189495,85.97014925,37.0822134,-0.016855253,16.99954896,0.0925,0.103125,0.074097222,0,0.104513889,0.019632035,0.125763889
181,156.0634921,38.43162003,25.37930591,64,10.44087361,95.61752988,13.13106028,-0.101460101,0,0.018469136,0.061481481,0.055703704,3,0.097382716,0.033417138,0.117333333
182,223.255814,95.23271144,34.91036538,44,65.93587195,95.04,30.88973598,-0.019438643,15.12061345,0.081944444,0.085722222,0.070388889,10,0.096,0.013190618,0.098055556
183,90.13513514,32.09923282,7.326100032,112,8.171017212,85.33333333,13.54674003,-0.047422585,5.839007397,0.07384924,0.095861486,0.064875422,5,0.06566723,0.091656042,0.071790541
184,133.630137,74.26032344,15.54188511,74,7.813768756,111,30.74492069,-0.018380593,14.24674072,0.110936709,0.121063291,0.070582278,2,0.062278481,0.06722104,0.088050633
185,205.7446809,47.46963097,24.90423279,48,40.9579276,72,21.43307703,-0.051620744,0.618368884,0.003283582,0.076238806,0.072298507,6,0.100597015,0.028911453,0.156179104
186,260.5789474,55.00072665,36.00294782,39,20.88392933,83.48860258,18.09471343,-0.041209753,0.450101313,0.031228956,0.07276936,0.066035354,1,0.098863636,0.012655901,0.097222222
187,563,86.58837917,36.18093257,18,424.2711397,38.88,24.01379132,-0.036293862,12.88604114,0.036004274,0.063995726,0.04284188,6,0.096848291,0.01539848,0.117895299
188,133.6712329,39.18104723,25.01119882,74,7.470590365,111,13.85858911,-0.114787845,0.233297469,0.007544304,0.05756962,0.066531646,3,0.097822785,0.044541691,0.083797468
189,299.4375,108.7812537,37.38068725,33,62.52196489,70.92537313,38.00530763,-0.016718477,16.87504717,0.092845118,0.10547138,0.070791246,14,0.103787879,0.017419084,0.117087542
190,246.175,60.00196788,41.55964244,41,45.19838908,87.77006938,18.50108763,-0.074514028,0,0,0.051219512,0.052777778,16,0.115379404,0.021620228,0.120392954
191,226.9767442,38.79392492,25.07403026,44,3.669410776,66,13.33862781,-0.126722203,0.27983007,0.009432099,0.057432099,0.054864198,1,0.098864198,0.04677325,0.110271605
192,147.9253731,38.43587711,25.41185815,68,3.173177855,101.1904762,13.08063615,-0.087747731,0,0.005944444,0.053888889,0.069777778,0,0.100944444,0.026278998,0.149555556
193,84.53389831,20.8191918,13.84226766,119,2.797341969,90.48712871,7.067079604,-0.197911843,0.067799213,0.00933689,0.056640625,0.051257622,0,0.108565168,0.064394772,0.095607851
194,182.9444444,39.52341629,25.07051157,55,21.14011166,81.8452381,14.52091752,-0.102946703,0,0.020938272,0.067407407,0.06854321,2,0.09017284,0.034418506,0.086666667
195,252.9473684,107.9737073,37.66505278,39,5.155208753,83.82089552,36.92638631,-0.016979766,17.10392664,0.092735043,0.102492877,0.07457265,1,0.10462963,0.019461015,0.124928775
196,108.1304348,38.04353897,12.50389587,93,3.85107944,71.13944223,13.95422303,-0.0528309,6.055127093,0.080349392,0.102050781,0.066840278,6,0.100043403,0.048647746,0.095703125
197,221.1363636,38.9122011,25.02233643,45,5.766639596,66.96428571,13.99530072,-0.111406739,0,0.035950617,0.071358025,0.071753086,0,0.094567901,0.04220653,0.091604938
198,119.5903614,20.65336398,13.57507703,84,6.517882989,64,7.155212538,-0.153067537,0.0240967,0.025628811,0.067216082,0.049971418,5,0.099752287,0.05495757,0.10461128
199,174.6071429,40.16653772,24.99788489,57,11.16224275,85.5,14.69191113,-0.107796952,0.304731793,0.012098765,0.059061728,0.065185185,1,0.099259259,0.035391626,0.087358025
200,81.94214876,32.33924261,7.176316436,122,3.906547842,93.696,13.4466322,-0.050100695,6.091720202,0.08712843,0.101276677,0.060451601,0,0.065644055,0.075888298,0.054115854
201,151.96875,38.00288817,25.01002918,65,1.07483647,97.5,13.05312455,-0.090012007,0,4.76E-05,0.052190476,0.060380952,0,0.1,0.028167934,0.11552381
202,95.90291262,23.41799794,14.50621644,104,13.17287192,79.872,7.708673207,-0.189536069,0.723505258,0.018000422,0.063080659,0.052681588,11,0.10472973,0.06712442,0.13708826
203,299.59375,56.43935575,38.44558424,33,17.87606531,71.28,18.04305959,-0.068899158,0,0.014316239,0.058760684,0.058440171,5,0.103846154,0.020418508,0.151014957
204,73.09558824,31.75022856,8.314663583,137,2.714012323,104.3809524,11.98106574,-0.054619859,5.948692169,0.088629645,0.093433277,0.069731841,0,0.067409206,0.074629063,0.06714527
205,153.25,71.20315769,24.72878568,65,3.221024682,96.72619048,21.93393712,-0.033113715,12.56620538,0.093714286,0.089,0.080761905,1,0.093809524,0.028475788,0.088904762
206,136.5833333,38.00395634,25.0176918,73,2.413791393,109.5,13.08498112,-0.114416851,0,0.004148148,0.054271605,0.068641975,0,0.098518519,0.037592376,0.083703704
207,102.90625,20.74393663,13.76472739,97,12.61288868,74.496,7.070306156,-0.179071645,0.041666894,0.025009527,0.061213796,0.051591082,8,0.104373095,0.060187942,0.126905488
208,95.58653846,21.22784884,13.1461722,105,6.469767825,80,7.498233282,-0.192456427,0.429530584,0.027296113,0.066930259,0.049161585,11,0.094893293,0.069256556,0.099990473
209,88.01769912,22.78868817,12.81867336,114,46.03038287,87.20318725,8.729103555,-0.094427022,0.681794837,0.027449324,0.068570524,0.057907517,22,0.099028716,0.045117438,0.100084459
210,148.3432836,38.03445151,25.01417194,68,2.945029908,101.1904762,13.10843781,-0.109789701,0,0.013481481,0.059753086,0.070123457,0,0.095555556,0.033608975,0.152395062
211,151.6461538,42.46369685,28.85849022,66,13.65445069,98.21428571,13.01601947,-0.097526932,0.341631087,0.016049383,0.057185185,0.064395062,2,0.110864198,0.029122601,0.138567901
212,151.4,40.05204866,25.43070129,66,12.1336151,99,13.66046103,-0.116298675,0.525101122,0.003407407,0.053925926,0.053876543,3,0.101333333,0.03464748,0.104938272
213,106.3333333,19.00836327,12.02993427,94,7.456444616,71.61904762,7.08780027,-0.202483227,0.053769273,0.00684232,0.057393791,0.048560049,3,0.104575163,0.070446878,0.08471201
214,160.1803279,38.20000014,25.21179328,62,3.494765156,93,13.07193222,-0.105089547,0,0.02162963,0.063506173,0.058864198,3,0.095604938,0.034547338,0.100098765
215,129.3947368,72.80265382,15.80313482,77,1.505069918,115.5,29.36113294,-0.019968464,14.24025544,0.105283951,0.114271605,0.073481481,0,0.064839506,0.071194872,0.101530864
216,142.1449275,64.01454589,13.58071912,70,94.34246517,104.5816733,25.62846852,-0.02003594,12.76544207,0.08582716,0.095654321,0.070567901,1,0.060444444,0.047754274,0.089679012
217,289.0294118,108.7647199,37.9149974,35,9.93355956,75.6,38.97501845,-0.014985412,15.95919299,0.059615385,0.089155983,0.070459402,2,0.103739316,0.012960373,0.121474359
218,365.7407407,57.00223649,35.38040148,28,48.74999912,59.94053518,20.41494121,-0.066071182,0.632837582,0.003373016,0.056448413,0.070039683,5,0.098313492,0.023898773,0.097519841
219,130.4605263,38.74061213,25.02716719,77,1.292089184,114.5833333,13.82929362,-0.124300762,0.013157895,4.94E-05,0.054765432,0.066814815,0,0.1,0.046612724,0.088246914
220,290.969697,108.6666768,37.97250108,34,7.891248887,73.44,39.09471517,-0.013865828,15.73886691,0.071230159,0.096428571,0.068204365,0,0.099652778,0.012043438,0.117757937
221,140.3857143,73.17288786,19.64816332,71,2.889848524,106.5,25.47487861,-0.037296237,15.3446962,0.102567901,0.097925926,0.07837037,0,0.08,0.02375011,0.099753086
222,130.5394737,72.94739592,15.35786102,77,1.499480519,114.5833333,30.01906493,-0.019827145,14.26946674,0.105037037,0.116740741,0.076148148,0,0.063160494,0.074159556,0.103555556
223,189.8235294,113.1176516,36.64838263,52,26.0525155,112.32,44.02034984,-0.005427246,16.57708983,0.090064103,0.122382479,0.080876068,5,0.100961538,0.008183419,0.129220085
224,383.64,109.0000018,36.60701445,26,12.66769119,56.16,37.68509806,-0.016438527,17.4198046,0.054111111,0.092,0.076666667,4,0.101833333,0.01956082,0.101055556
225,86.36521739,26.37455299,13.65006862,116,22.05579109,88.73306773,12.702204,-0.104238994,0.069654093,0.017220511,0.093364877,0.056283011,7,0.101397447,0.069086256,0.103158011
226,192.0392157,38.45639947,25.04814569,52,2.671276293,78,13.55707559,-0.13720132,0,0.002320988,0.054271605,0.065185185,0,0.099654321,0.047761572,0.099111111
227,115.4767442,21.89796378,14.19872587,87,48.20757606,66.816,7.395966451,-0.121644309,0.151894732,0.042397104,0.076886433,0.057879192,24,0.094988567,0.040703143,0.09341654
228,223.8837209,38.67607306,24.75840575,44,9.822161232,66,13.37818353,-0.089314917,0.327326653,0.006765432,0.055851852,0.05837037,1,0.09762963,0.033970676,0.092691358
229,214.6888889,76.44444997,23.57920928,46,2.095733467,69,26.94655464,-0.031258229,12.60524696,0.103652174,0.108521739,0.028,0,0.094434783,0.010424823,0.100869565
230,147.0149254,38.42001102,25.42634551,68,22.72581052,102,13.04257401,-0.080107778,0,0.008345679,0.056938272,0.056197531,21,0.099160494,0.02534473,0.114271605
231,106.4148936,38.21283559,12.52550025,95,7.517935398,72.23762376,14.125887,-0.052599404,5.98685172,0.074885671,0.097799162,0.06369093,5,0.096608232,0.04876348,0.087938262
232,159.6451613,38.81225621,25.82182252,63,7.331102048,93.75,13.09327275,-0.119753795,0,0.005974684,0.054987342,0.055544304,3,0.100506329,0.03447478,0.090632911
233,259.7631579,79.23823389,33.40804732,39,84.51298069,83.48860258,31.26622603,-0.042541938,6.896066543,0.039529915,0.086609687,0.071153846,16,0.092948718,0.027131445,0.094444444
234,775.0909091,104.6363752,33.09980892,12,282.5190113,25.71428571,29.82482539,-0.020394097,22.21770429,0.096794872,0.103899573,0.077938034,3,0.100320513,0.022650049,0.112446581
235,135.8219178,38.00291514,25.01292222,74,1.746561912,110.1190476,13.06230378,-0.097748689,0,0.003654321,0.053234568,0.066518519,0,0.099407407,0.032066247,0.082024691
236,151.9365079,70.96916427,17.02147509,64,43.35965245,96,26.45470032,-0.027722104,15.24274214,0.103012346,0.10217284,0.076938272,2,0.072592593,0.025932856,0.061876543
237,315.2580645,55.80838654,36.01542223,32,11.05402493,68.57142857,19.86435957,-0.07635528,0,0.007264957,0.068162393,0.063782051,4,0.10090812,0.029206873,0.087553419
238,267.3333333,83.5836701,35.97610636,37,109.7355407,79.52238806,35.70043458,-0.017996333,5.957991248,0.039285714,0.093551587,0.055803571,13,0.096279762,0.014341222,0.087450397
239,154.6190476,42.25592065,27.56691439,64,3.592004222,96,12.9757,-0.09229345,0.883273718,0.021728395,0.062320988,0.064444444,2,0.10182716,0.028610252,0.135802469
240,100.2424242,30.3030691,6.71743974,100,11.61424666,76.4940239,12.74272142,-0.049204698,5.747028367,0.080363948,0.095703125,0.058117378,8,0.063881479,0.135722745,0.058641387
241,129.9736842,38.39856263,25.02620565,77,1.0127306,115.5,13.48757374,-0.126092792,0.013157895,4.76E-05,0.053428571,0.066095238,0,0.1,0.045771498,0.091095238
242,159.6774194,38.02011494,25.01221886,63,7.290679409,94.12350598,13.08412599,-0.101962195,0,0.018469136,0.061333333,0.072049383,2,0.096395062,0.031126331,0.151802469
243,224.8181818,64.0910676,24.4826883,45,4.124608672,66.96428571,14.86186173,-0.051910472,12.39431192,0.081234568,0.06908642,0.045925926,1,0.094123457,0.020857765,0.113432099
244,211.2173913,39.04665358,24.94733292,47,23.90644178,70.5,13.56278143,-0.097159081,0.283233519,0.024619718,0.065690141,0.069915493,2,0.089239437,0.031532892,0.154478873
245,130.5394737,38.78008842,25.02796334,77,1.499480519,114.5833333,13.88377547,-0.12516846,0,0,0.055012346,0.067358025,0,0.1,0.047297139,0.088
246,140.7,38.49019317,25.02849554,71,3.195309062,105.6547619,13.58877648,-0.132281123,0.014285715,0.00237037,0.054814815,0.064888889,0,0.099604938,0.047724062,0.087851852
247,147.5223881,71.71652206,14.32316925,68,2.711821599,101.1904762,34.24425153,-0.017701163,11.9363004,0.07782716,0.123555556,0.069777778,0,0.064049383,0.059227402,0.095802469
248,186.4150943,29.47355834,11.77890689,54,676.7312511,41.472,10.30475036,-0.087994081,3.826655769,0.073075457,0.093797637,0.059308308,16,0.072980183,0.063606276,0.063833841
249,149.9090909,38.98855536,25.37622975,67,36.47736005,99.70238095,13.27721175,-0.09905199,0.213080334,0.005481481,0.054962963,0.063358025,3,0.099703704,0.03122037,0.164
250,207.3191489,70.85167402,23.22993849,48,12.01259336,72,29.86697909,-0.029504962,9.049393088,0.040904762,0.090952381,0.060761905,5,0.095904762,0.038524426,0.094238095
251,82.54545455,32.42982818,9.71124352,122,14.11054351,92.95238095,11.6667538,-0.029712066,5.599700628,0.074299569,0.085668103,0.064170259,5,0.080387931,0.045230929,0.087984914
252,71.88489209,34.40306071,9.518229445,140,7.424516201,106.6666667,13.44708938,-0.047779627,5.923416925,0.086584052,0.103125,0.067241379,1,0.07575431,0.072104185,0.082273707
253,214.7608696,92.15237697,34.69909894,47,74.23089266,100.7142857,30.63689015,-0.020130082,13.8511896,0.074333333,0.086944444,0.068,13,0.095777778,0.01359147,0.097
254,119.2650602,24.51814326,6.987741769,84,7.577843953,64,6.445695275,-0.106354747,5.816556499,0.081983613,0.070407774,0.055068598,4,0.072456174,0.103513528,0.090415396
255,379.08,58.20067849,36.24305079,26,59.32818554,55.65906838,20.49331397,-0.036294825,0.762595842,0.003952991,0.05715812,0.074679487,6,0.100641026,0.012822718,0.086217949
256,288.3939394,57.03238067,39.03945586,34,18.23074226,73.44,18.04917551,-0.073776263,0,0.02797619,0.075694444,0.056150794,7,0.098412698,0.021608076,0.147767857
257,331.1034483,66.93216916,43.28378832,30,170.5583821,64.8,21.51847885,-0.058043166,1.03667892,0.044070513,0.074732906,0.064583333,7,0.111378205,0.019328248,0.08525641
258,169.4137931,38.96816835,25.09431007,59,12.88280662,88.5,13.92229581,-0.078421267,0,0.019166667,0.060388889,0.069666667,2,0.098277778,0.025267284,0.091944444
259,100.36,20.85556164,13.88315024,101,8.81421579,76.8,7.077808749,-0.207437049,0.070008748,0.023961509,0.064786585,0.049495046,8,0.098227896,0.069212979,0.096703506
260,128.3116883,39.21123539,25.01292594,78,2.375523129,116.0714286,13.91651735,-0.119337871,0.234243323,0.001530864,0.055160494,0.066271605,1,0.099950617,0.045504462,0.087753086
261,132.5540541,38.04412017,25.04308341,75,14.76312233,112.5,13.09055891,-0.108268125,0,0.006864198,0.055604938,0.067703704,1,0.098814815,0.035594758,0.080641975
262,238.925,57.22724517,39.23606424,41,49.12758263,88.11940299,18.05654407,-0.079073321,0,0,0.05,0.048712737,15,0.10901084,0.02374813,0.120934959
263,194,40.51458205,27.1781984,52,2.807552839,77.68924303,13.44070158,-0.126947007,0.019607843,4.94E-05,0.052839506,0.063950617,0,0.105432099,0.03959061,0.13417284
264,194.8235294,38.41667543,25.02642886,52,2.272649679,77.38095238,13.52741347,-0.131652123,0,4.76E-05,0.053047619,0.06347619,0,0.100095238,0.045970346,0.112047619
265,162.295082,38.13442235,25.1460933,62,3.993208424,92.26190476,13.05520626,-0.104889224,0.016393443,0.016444444,0.058123457,0.058765432,2,0.099111111,0.034422746,0.101777778
266,80.91869919,37.89431683,13.17565792,124,5.425914176,94.28910891,13.04900878,-0.050234667,6.024455756,0.078394397,0.094773707,0.053071121,3,0.103340517,0.044483915,0.093911638
267,90.30909091,25.71840956,12.26641461,111,31.99367706,84.90836653,11.18668533,-0.087047379,1.200282937,0.034752155,0.089709052,0.05549569,22,0.091648707,0.059202189,0.097790948
268,98.0990099,21.74903727,11.30720824,102,8.789625918,78.02390438,7.752333067,-0.172474301,1.5015731,0.03880719,0.063316993,0.052593954,14,0.084099265,0.097672927,0.091656454
269,224.8,98.20002811,24.81713286,6,9.785703858,12.85714286,32.00814638,-0.022636625,22.44808716,0.018963675,0.071100427,0.048611111,1,0.108012821,0.03719232,0.094230769
270,108.2717391,19.77703224,12.80054878,93,11.95653656,70.85714286,7.036163998,-0.188516946,0.086959312,0.011085304,0.059438345,0.050306166,10,0.098342483,0.066955127,0.105574324
271,69.06896552,37.76552505,13.1864367,146,3.306535164,111.0178218,13.08638321,-0.051557946,5.953476255,0.088788007,0.101456926,0.062183277,1,0.102882179,0.046090154,0.096336571
272,255.5526316,105.7105663,33.39884944,39,22.9641567,83.57142857,35.87369822,-0.017156242,17.90403748,0.07590812,0.087393162,0.066346154,2,0.094764957,0.015627184,0.086858974
273,306.78125,82.65712326,35.72280518,33,130.7284242,71.28,26.89431032,-0.035328597,10.16209983,0.064166667,0.078680556,0.061458333,12,0.093888889,0.013823879,0.115069444
274,90.36363636,20.77587961,13.66508894,111,16.09953544,84.57142857,7.093889436,-0.155606811,0.118188312,0.015577363,0.060594512,0.04925686,14,0.104039634,0.053024065,0.093607088
275,123.6375,38.02848692,25.03805599,81,1.196283307,121.0159363,13.06717384,-0.101168898,0,0,0.052,0.063950617,0,0.100098765,0.032097971,0.176641975
276,105.0744681,32.31938241,8.654123636,95,3.022044403,72.96,12.2672191,-0.060725791,5.990919171,0.087890625,0.096036585,0.065501143,0,0.076791159,0.083287502,0.096703506
277,102.4226804,38.09286187,12.68413315,98,5.03970841,74.96414343,13.95747,-0.052652163,5.95780849,0.088509909,0.102801067,0.065501143,5,0.099085366,0.047071324,0.095988948
278,438.5909091,107.590911,36.7338733,23,9.58056314,49.43283582,36.27713603,-0.015546458,17.36898278,0.096135266,0.100724638,0.081763285,2,0.10205314,0.018912357,0.119202899
279,88.77876106,19.11205251,12.1280848,114,5.865354275,86.68514851,7.014959647,-0.172999725,0.088497435,0.024056784,0.064691311,0.051591082,0,0.089891387,0.059926989,0.122713415
280,303.25,54.00261323,36.01095944,33,4.73682383,71.28,18.05588095,-0.078556416,0,0,0.050236407,0.051595745,0,0.103427896,0.024591911,0.089007092
281,109.5,23.47920378,14.98727009,91,45.51416141,69.60956175,8.172949797,-0.094684603,0.200389474,0.027105564,0.071551067,0.056545351,17,0.105516387,0.03460343,0.088509909
282,81.9338843,20.70753371,13.64671073,122,3.99738662,93.696,7.05666503,-0.188594326,0.109725917,0.017339939,0.061690168,0.05044779,1,0.101467226,0.062961756,0.097370427
283,264.3513514,70.70579103,28.85160412,38,9.067960277,81.67164179,26.87850977,-0.055843229,7.88394965,0.043201754,0.075219298,0.060453216,0,0.079459064,0.032287728,0.142397661
284,438.5,60.13676275,36.6022075,23,13.66731336,49.43283582,17.04023773,-0.068279095,3.156623925,0.018209877,0.047916667,0.047222222,6,0.097916667,0.0250091,0.095524691
285,245.275,38.65286974,25.0184451,41,2.449362162,61.01190476,13.72472076,-0.103399659,0,0.012777778,0.056666667,0.0665,0,0.103277778,0.037926664,0.093944444
286,146.5671642,72.74631472,14.65057138,68,2.998625957,101.5936255,35.1098374,-0.017437162,11.86546701,0.079901235,0.126765432,0.067802469,1,0.064888889,0.057685609,0.104246914
287,242.975,69.32612859,39.35975456,41,78.92480203,88.11940299,22.632238,-0.054818247,3.756288294,0.022493225,0.063685637,0.057452575,15,0.109146341,0.022464635,0.094173442
288,383.64,97.80087106,27.62357943,26,17.26471546,56.16,36.53450466,-0.024731173,18.29582178,0.083829365,0.096875,0.060763889,6,0.078819444,0.041738484,0.085962302
289,302.46875,108.7815803,30.73925812,33,11.03682579,70.92537313,37.22398309,-0.016734484,19.89294673,0.113468013,0.103282828,0.087037037,1,0.085521886,0.036351773,0.088299663
290,205.4375,38.27464328,25.26463962,49,4.405991423,73.5,13.07502094,-0.107476059,0,0.02454321,0.059950617,0.065777778,0,0.097925926,0.034031379,0.148839506
291,259.6756757,56.27103786,36.4086661,38,30.45959136,82.08,18.04477135,-0.043795982,0.924340157,0.007722222,0.063555556,0.059222222,2,0.101777778,0.013256922,0.106444444
292,141.5285714,39.41826309,24.87459842,71,7.248096161,105.6547619,13.54081226,-0.111696276,0.558691753,0.014126582,0.058886076,0.068911392,3,0.095949367,0.037286815,0.077012658
293,121.0121951,19.74900969,12.77183839,83,9.796084213,63.23809524,7.046106821,-0.185642061,0.073171827,0.01879223,0.058171453,0.053262247,18,0.099345439,0.066079567,0.105891047
294,83.37815126,20.9612366,13.86857524,120,4.852430036,91.79282869,7.045216622,-0.15675503,0.109551831,0.016810345,0.060775862,0.05237069,2,0.101131466,0.052970114,0.092780172
295,145.2352941,70.00150375,16.28805251,69,2.29524859,102.6785714,25.86836461,-0.034449269,15.70901031,0.103904762,0.101142857,0.077428571,0,0.067095238,0.032931299,0.055047619
296,238,65.92554988,39.5547371,41,70.51170116,88.56,21.41585624,-0.038960281,2.505274492,0.012855297,0.05878553,0.055167959,12,0.109819121,0.015269904,0.094250646
297,412.3913043,54.00278796,36.01155421,24,12.95725122,51.84,18.05917953,-0.081043245,0,0.030416667,0.060416667,0.059583333,3,0.094652778,0.025303981,0.113680556
298,306.7419355,106.613076,30.33196422,32,8.594701075,69.12,35.49081015,-0.019779273,19.85129291,0.113368056,0.098611111,0.085243056,2,0.084201389,0.024315971,0.100086806
299,236.2682927,38.63740852,25.02181266,42,5.665575941,62.5,13.72141423,-0.112377987,0,0.040619048,0.070380952,0.072904762,0,0.09447619,0.041444179,0.09347619
300,228.0465116,64.48840588,24.28602576,44,18.58350542,66,14.95643929,-0.059233568,12.66661396,0.072691358,0.066469136,0.046123457,1,0.092641975,0.02387522,0.122320988
301,290.3030303,103.2424602,35.91339176,34,9.590035386,73.44,33.67403221,-0.020839552,16.81045737,0.093545752,0.093545752,0.073284314,0,0.099754902,0.015354768,0.087581699
302,106.9784946,20.55335246,13.57702888,94,5.132603973,71.61904762,7.083281758,-0.19083748,0.04301194,0.012819102,0.056613116,0.056943222,5,0.102442782,0.064912402,0.141890405
303,228.8837209,39.09643435,25.02544924,44,6.495828008,66,14.18841411,-0.11569068,0,0.02691358,0.066617284,0.069777778,0,0.098419753,0.044807425,0.10182716
304,115.255814,20.99159711,13.77724981,87,10.70338574,66.816,7.137006271,-0.159948335,0.128626454,0.037347561,0.072741997,0.051019436,2,0.091511052,0.055557509,0.103563262
305,282.0882353,93.55885195,20.60317983,35,40.88316758,75.6,40.73703972,-0.009235044,16.32809915,0.08234127,0.114037698,0.051587302,12,0.067311508,0.038212285,0.07296627
306,276.2,104.0857414,35.06201237,36,35.61925643,77.76,34.86337995,-0.018774194,17.42892765,0.093111111,0.095944444,0.087055556,2,0.097,0.016411731,0.096111111
307,393.68,111.0400811,30.65246898,26,217.150219,55.71428571,47.08194208,-0.009147872,16.679972,0.090666667,0.117111111,0.058888889,7,0.083444444,0.028462311,0.094666667
308,133.0810811,38.00419291,25.01876724,75,1.522415903,112.5,13.06324101,-0.118065321,0.027027028,9.52E-05,0.051952381,0.066238095,0,0.1,0.038718095,0.087285714
309,72.77941176,21.11408059,13.65784484,137,3.64548709,105.216,7.368229243,-0.171495203,0.141298354,0.013528963,0.061594893,0.044207317,4,0.104516006,0.061310706,0.102515244
310,303.6875,88.75063823,37.0347086,33,170.8261978,70.92537313,29.01630184,-0.032032272,11.32159625,0.059104938,0.079475309,0.063966049,14,0.10154321,0.012895145,0.104012346
311,94.42857143,32.76200128,7.432899589,106,3.864015042,81.08366534,13.98691247,-0.047079947,5.87124743,0.075265523,0.096098856,0.068780637,2,0.064797794,0.098283721,0.089613971
312,142.4057971,72.01581772,18.41120339,70,3.218239867,104.5816733,25.20467035,-0.035869482,15.7053438,0.110962963,0.10108642,0.080197531,0,0.074320988,0.024626933,0.092345679
